chr	start	end	strand	pvalue	qvalue	meth.diff	gene.chr	gene.start	gene.end	gene.strand	gene.startSite	gene.description	gene.withinWindow	gene.enclosesWindow	gene.distance	gene.direction	gene.closest
chr1	28262000	28263000	*	4.39551154657271e-7	0.00657953134627603	30.9348739495798	chr1	28244318	28246013	+	28244318	ID=Amillepora02360;Name=Amillepora02360;Alias=snap_masked-chr1-processed-gene-282.26;	FALSE	FALSE	17682	leftOfWindowStart	FALSE
chr1	28262000	28263000	*	4.39551154657271e-7	0.00657953134627603	30.9348739495798	chr1	28289228	28289594	-	28289594	ID=Amillepora02367;Name=Amillepora02367;Alias=maker-chr1-snap-gene-283.30;	FALSE	FALSE	26594	rightOfWindowEnd	TRUE
chr1	28262000	28263000	*	4.39551154657271e-7	0.00657953134627603	30.9348739495798	chr1	28289683	28290000	-	28290000	ID=Amillepora02368;Name=Amillepora02368;Alias=maker-chr1-snap-gene-283.29;	FALSE	FALSE	27000	rightOfWindowEnd	FALSE
chr10	7822000	7823000	*	8.90013350998113e-7	0.0106579098782024	-5.79710144927536	chr10	7808896	7811526	+	7808896	ID=Amillepora17392;Name=Amillepora17392;Alias=augustus_masked-chr10-processed-gene-78.0;	FALSE	FALSE	13104	leftOfWindowStart	TRUE
chr10	7822000	7823000	*	8.90013350998113e-7	0.0106579098782024	-5.79710144927536	chr10	7806266	7806874	-	7806874	ID=Amillepora17391;Name=Amillepora17391;Alias=maker-chr10-augustus-gene-78.11;	FALSE	FALSE	15126	leftOfWindowStart	FALSE
chr10	7822000	7823000	*	8.90013350998113e-7	0.0106579098782024	-5.79710144927536	chr10	7839513	7845243	-	7845243	ID=Amillepora17393;Name=Amillepora17393;Alias=snap_masked-chr10-processed-gene-78.8;	FALSE	FALSE	22243	rightOfWindowEnd	TRUE
chr10	7822000	7823000	*	8.90013350998113e-7	0.0106579098782024	-5.79710144927536	chr10	7868853	7870363	-	7870363	ID=Amillepora17395;Name=Amillepora17395;Alias=maker-chr10-snap-gene-78.15;	FALSE	FALSE	47363	rightOfWindowEnd	FALSE
chr10	7822000	7823000	*	8.90013350998113e-7	0.0106579098782024	-5.79710144927536	chr10	7865195	7868832	-	7868832	ID=Amillepora17394;Name=Amillepora17394;Alias=maker-chr10-snap-gene-78.14;	FALSE	FALSE	45832	rightOfWindowEnd	FALSE
chr5	21386000	21387000	*	1.21455353934975e-6	0.0121202321947611	19.8116134751773	chr5	21363241	21363936	+	21363241	ID=Amillepora07786;Name=Amillepora07786;Alias=augustus_masked-chr5-processed-gene-213.2;	FALSE	FALSE	22759	leftOfWindowStart	TRUE
chr5	21386000	21387000	*	1.21455353934975e-6	0.0121202321947611	19.8116134751773	chr5	21359826	21361178	+	21359826	ID=Amillepora07785;Name=Amillepora07785;Alias=augustus_masked-chr5-processed-gene-213.1;	FALSE	FALSE	26174	leftOfWindowStart	FALSE
chr5	21386000	21387000	*	1.21455353934975e-6	0.0121202321947611	19.8116134751773	chr5	21344951	21347636	-	21347636	ID=Amillepora07783;Name=Amillepora07783;Alias=maker-chr5-snap-gene-213.23;	FALSE	FALSE	38364	leftOfWindowStart	FALSE
chr5	21386000	21387000	*	1.21455353934975e-6	0.0121202321947611	19.8116134751773	chr5	21357097	21358422	-	21358422	ID=Amillepora07784;Name=Amillepora07784;Alias=augustus_masked-chr5-processed-gene-213.5;	FALSE	FALSE	27578	leftOfWindowStart	FALSE
chr5	21386000	21387000	*	1.21455353934975e-6	0.0121202321947611	19.8116134751773	chr5	21331331	21339618	-	21339618	ID=Amillepora07782;Name=Amillepora07782;Alias=snap_masked-chr5-processed-gene-213.15;	FALSE	FALSE	46382	leftOfWindowStart	FALSE
chr5	21386000	21387000	*	1.21455353934975e-6	0.0121202321947611	19.8116134751773	chr5	21410458	21412655	-	21412655	ID=Amillepora07788;Name=Amillepora07788;Alias=maker-chr5-augustus-gene-214.19;	FALSE	FALSE	25655	rightOfWindowEnd	FALSE
chr5	21386000	21387000	*	1.21455353934975e-6	0.0121202321947611	19.8116134751773	chr5	21403649	21406501	-	21406501	ID=Amillepora07787;Name=Amillepora07787;Alias=maker-chr5-augustus-gene-214.18;	FALSE	FALSE	19501	rightOfWindowEnd	TRUE
xfSc0000251	77000	78000	*	2.95307899296538e-6	0.0247298267817069	-16.504854368932	xfSc0000251	31278	31575	+	31278	ID=Amillepora37232;Name=Amillepora37232;Alias=maker-xfSc0000251-snap-gene-0.5;	FALSE	FALSE	45722	leftOfWindowStart	TRUE
chr5	10510000	10511000	*	3.51177662752996e-6	0.0247298267817069	11.5920685615311	chr5	10466748	10473917	+	10466748	ID=Amillepora07001;Name=Amillepora07001;Alias=maker-chr5-snap-gene-104.32;	FALSE	FALSE	43252	leftOfWindowStart	FALSE
chr5	10510000	10511000	*	3.51177662752996e-6	0.0247298267817069	11.5920685615311	chr5	10460887	10466404	+	10460887	ID=Amillepora07000;Name=Amillepora07000;Alias=augustus_masked-chr5-processed-gene-104.4;	FALSE	FALSE	49113	leftOfWindowStart	FALSE
chr5	10510000	10511000	*	3.51177662752996e-6	0.0247298267817069	11.5920685615311	chr5	10474070	10482324	-	10482324	ID=Amillepora07002;Name=Amillepora07002;Alias=maker-chr5-augustus-gene-104.28;	FALSE	FALSE	27676	leftOfWindowStart	FALSE
chr5	10510000	10511000	*	3.51177662752996e-6	0.0247298267817069	11.5920685615311	chr5	10458109	10460600	-	10460600	ID=Amillepora06999;Name=Amillepora06999;Alias=maker-chr5-augustus-gene-104.27;	FALSE	FALSE	49400	leftOfWindowStart	FALSE
chr5	10510000	10511000	*	3.51177662752996e-6	0.0247298267817069	11.5920685615311	chr5	10505898	10510745	-	10510745	ID=Amillepora07004;Name=Amillepora07004;Alias=augustus_masked-chr5-processed-gene-105.4;	TRUE	FALSE	-745	leftOfWindowStart	TRUE
chr5	10510000	10511000	*	3.51177662752996e-6	0.0247298267817069	11.5920685615311	chr5	10536863	10541222	+	10536863	ID=Amillepora07008;Name=Amillepora07008;Alias=maker-chr5-augustus-gene-105.32;	FALSE	FALSE	25863	rightOfWindowEnd	FALSE
chr5	10510000	10511000	*	3.51177662752996e-6	0.0247298267817069	11.5920685615311	chr5	10514691	10533457	-	10533457	ID=Amillepora07006;Name=Amillepora07006;Alias=snap_masked-chr5-processed-gene-105.24;	FALSE	FALSE	22457	rightOfWindowEnd	FALSE
chr5	10510000	10511000	*	3.51177662752996e-6	0.0247298267817069	11.5920685615311	chr5	10534652	10536755	-	10536755	ID=Amillepora07007;Name=Amillepora07007;Alias=maker-chr5-snap-gene-105.42;	FALSE	FALSE	25755	rightOfWindowEnd	FALSE
chr5	10510000	10511000	*	3.51177662752996e-6	0.0247298267817069	11.5920685615311	chr5	10510764	10512533	-	10512533	ID=Amillepora07005;Name=Amillepora07005;Alias=maker-chr5-snap-gene-105.40;	FALSE	FALSE	1533	rightOfWindowEnd	TRUE
Sc0000209	221000	222000	*	3.71721822188496e-6	0.0247298267817069	-23.4154929577465	Sc0000209	210523	212832	+	210523	ID=Amillepora34589;Name=Amillepora34589;Alias=snap_masked-Sc0000209-processed-gene-1.22;	FALSE	FALSE	10477	leftOfWindowStart	FALSE
Sc0000209	221000	222000	*	3.71721822188496e-6	0.0247298267817069	-23.4154929577465	Sc0000209	219320	220453	-	220453	ID=Amillepora34591;Name=Amillepora34591;Alias=augustus_masked-Sc0000209-processed-gene-1.18;	FALSE	FALSE	547	leftOfWindowStart	TRUE
Sc0000209	221000	222000	*	3.71721822188496e-6	0.0247298267817069	-23.4154929577465	Sc0000209	187371	191456	-	191456	ID=Amillepora34587;Name=Amillepora34587;Alias=maker-Sc0000209-snap-gene-1.32;	FALSE	FALSE	29544	leftOfWindowStart	FALSE
Sc0000209	221000	222000	*	3.71721822188496e-6	0.0247298267817069	-23.4154929577465	Sc0000209	205097	207790	-	207790	ID=Amillepora34588;Name=Amillepora34588;Alias=augustus_masked-Sc0000209-processed-gene-1.16;	FALSE	FALSE	13210	leftOfWindowStart	FALSE
Sc0000209	221000	222000	*	3.71721822188496e-6	0.0247298267817069	-23.4154929577465	Sc0000209	217141	219277	-	219277	ID=Amillepora34590;Name=Amillepora34590;Alias=maker-Sc0000209-snap-gene-1.33;	FALSE	FALSE	1723	leftOfWindowStart	FALSE
chr2	34584000	34585000	*	4.49560401534076e-6	0.0258400613779998	-6.52968972925195	chr2	34583184	34587224	+	34583184	ID=Amillepora05901;Name=Amillepora05901;Alias=augustus_masked-chr2-processed-gene-345.14;	FALSE	TRUE	816	leftOfWindowStart	TRUE
chr2	34584000	34585000	*	4.49560401534076e-6	0.0258400613779998	-6.52968972925195	chr2	34546234	34552177	+	34546234	ID=Amillepora05894;Name=Amillepora05894;Alias=maker-chr2-snap-gene-345.46;	FALSE	FALSE	37766	leftOfWindowStart	FALSE
chr2	34584000	34585000	*	4.49560401534076e-6	0.0258400613779998	-6.52968972925195	chr2	34581033	34582424	+	34581033	ID=Amillepora05900;Name=Amillepora05900;Alias=augustus_masked-chr2-processed-gene-345.13;	FALSE	FALSE	2967	leftOfWindowStart	FALSE
chr2	34584000	34585000	*	4.49560401534076e-6	0.0258400613779998	-6.52968972925195	chr2	34575443	34576102	-	34576102	ID=Amillepora05899;Name=Amillepora05899;Alias=augustus_masked-chr2-processed-gene-345.18;	FALSE	FALSE	7898	leftOfWindowStart	FALSE
chr2	34584000	34585000	*	4.49560401534076e-6	0.0258400613779998	-6.52968972925195	chr2	34569066	34571961	-	34571961	ID=Amillepora05897;Name=Amillepora05897;Alias=maker-chr2-snap-gene-345.48;	FALSE	FALSE	12039	leftOfWindowStart	FALSE
chr2	34584000	34585000	*	4.49560401534076e-6	0.0258400613779998	-6.52968972925195	chr2	34574304	34574964	-	34574964	ID=Amillepora05898;Name=Amillepora05898;Alias=maker-chr2-snap-gene-345.49;	FALSE	FALSE	9036	leftOfWindowStart	FALSE
chr2	34584000	34585000	*	4.49560401534076e-6	0.0258400613779998	-6.52968972925195	chr2	34612447	34614443	+	34612447	ID=Amillepora05902;Name=Amillepora05902;Alias=maker-chr2-augustus-gene-346.13;	FALSE	FALSE	27447	rightOfWindowEnd	TRUE
chr2	34584000	34585000	*	4.49560401534076e-6	0.0258400613779998	-6.52968972925195	chr2	34617128	34623147	+	34617128	ID=Amillepora05903;Name=Amillepora05903;Alias=maker-chr2-augustus-gene-346.14;	FALSE	FALSE	32128	rightOfWindowEnd	FALSE
chr2	34584000	34585000	*	4.49560401534076e-6	0.0258400613779998	-6.52968972925195	chr2	34625336	34632358	-	34632358	ID=Amillepora05904;Name=Amillepora05904;Alias=maker-chr2-snap-gene-346.20;	FALSE	FALSE	47358	rightOfWindowEnd	FALSE
Sc0000192	180000	181000	*	4.74723465817115e-6	0.0258400613779998	7.19127740994958	Sc0000192	172417	184771	+	172417	ID=Amillepora34084;Name=Amillepora34084;Alias=snap_masked-Sc0000192-processed-gene-1.13;	FALSE	TRUE	7583	leftOfWindowStart	TRUE
Sc0000192	180000	181000	*	4.74723465817115e-6	0.0258400613779998	7.19127740994958	Sc0000192	146111	170091	-	170091	ID=Amillepora34082;Name=Amillepora34082;Alias=maker-Sc0000192-snap-gene-1.21;	FALSE	FALSE	9909	leftOfWindowStart	FALSE
Sc0000192	180000	181000	*	4.74723465817115e-6	0.0258400613779998	7.19127740994958	Sc0000192	207565	208173	+	207565	ID=Amillepora34087;Name=Amillepora34087;Alias=augustus_masked-Sc0000192-processed-gene-2.2;	FALSE	FALSE	26565	rightOfWindowEnd	FALSE
Sc0000192	180000	181000	*	4.74723465817115e-6	0.0258400613779998	7.19127740994958	Sc0000192	200535	207734	-	207734	ID=Amillepora34086;Name=Amillepora34086;Alias=maker-Sc0000192-snap-gene-2.24;	FALSE	FALSE	26734	rightOfWindowEnd	FALSE
Sc0000192	180000	181000	*	4.74723465817115e-6	0.0258400613779998	7.19127740994958	Sc0000192	185730	200453	-	200453	ID=Amillepora34085;Name=Amillepora34085;Alias=maker-Sc0000192-snap-gene-2.25;	FALSE	FALSE	19453	rightOfWindowEnd	TRUE
xpSc0000636	24000	25000	*	5.43900848416498e-6	0.0266688702095764	28.1609195402299	xpSc0000636	24844	30664	+	24844	ID=Amillepora37259;Name=Amillepora37259;Alias=maker-xpSc0000636-snap-gene-0.28;	TRUE	FALSE	-844	leftOfWindowStart	TRUE
xpSc0000636	24000	25000	*	5.43900848416498e-6	0.0266688702095764	28.1609195402299	xpSc0000636	1529	12638	+	1529	ID=Amillepora37255;Name=Amillepora37255;Alias=augustus_masked-xpSc0000636-processed-gene-0.0;	FALSE	FALSE	22471	leftOfWindowStart	FALSE
xpSc0000636	24000	25000	*	5.43900848416498e-6	0.0266688702095764	28.1609195402299	xpSc0000636	24335	24790	+	24335	ID=Amillepora37258;Name=Amillepora37258;Alias=augustus_masked-xpSc0000636-processed-gene-0.1;	TRUE	FALSE	-335	leftOfWindowStart	FALSE
xpSc0000636	24000	25000	*	5.43900848416498e-6	0.0266688702095764	28.1609195402299	xpSc0000636	4745	7064	-	7064	ID=Amillepora37256;Name=Amillepora37256;Alias=maker-xpSc0000636-augustus-gene-0.26;	FALSE	FALSE	16936	leftOfWindowStart	FALSE
xpSc0000636	24000	25000	*	5.43900848416498e-6	0.0266688702095764	28.1609195402299	xpSc0000636	16457	17836	-	17836	ID=Amillepora37257;Name=Amillepora37257;Alias=augustus_masked-xpSc0000636-processed-gene-0.8;	FALSE	FALSE	6164	leftOfWindowStart	FALSE
xpSc0000636	24000	25000	*	5.43900848416498e-6	0.0266688702095764	28.1609195402299	xpSc0000636	32526	32738	+	32526	ID=Amillepora37260;Name=Amillepora37260;Alias=snap_masked-xpSc0000636-processed-gene-0.13;	FALSE	FALSE	7526	rightOfWindowEnd	TRUE
xpSc0000636	24000	25000	*	5.43900848416498e-6	0.0266688702095764	28.1609195402299	xpSc0000636	48005	55458	+	48005	ID=Amillepora37261;Name=Amillepora37261;Alias=snap_masked-xpSc0000636-processed-gene-0.16;	FALSE	FALSE	23005	rightOfWindowEnd	FALSE
xpSc0000636	24000	25000	*	5.43900848416498e-6	0.0266688702095764	28.1609195402299	xpSc0000636	59286	59537	+	59286	ID=Amillepora37262;Name=Amillepora37262;Alias=snap_masked-xpSc0000636-processed-gene-0.17;	FALSE	FALSE	34286	rightOfWindowEnd	FALSE
chr2	14161000	14162000	*	5.79031837535687e-6	0.0266688702095764	30.5309734513274	chr2	14117648	14130435	+	14117648	ID=Amillepora04273;Name=Amillepora04273;Alias=augustus_masked-chr2-processed-gene-141.14;	FALSE	FALSE	43352	leftOfWindowStart	TRUE
chr2	14161000	14162000	*	5.79031837535687e-6	0.0266688702095764	30.5309734513274	chr2	14165658	14170159	+	14165658	ID=Amillepora04281;Name=Amillepora04281;Alias=snap_masked-chr2-processed-gene-141.29;	FALSE	FALSE	3658	rightOfWindowEnd	TRUE
chr2	14161000	14162000	*	5.79031837535687e-6	0.0266688702095764	30.5309734513274	chr2	14209369	14215498	+	14209369	ID=Amillepora04282;Name=Amillepora04282;Alias=snap_masked-chr2-processed-gene-142.21;	FALSE	FALSE	47369	rightOfWindowEnd	FALSE
xpSc0000616	102000	103000	*	7.69376405499655e-6	0.0329045801994942	19.6685998342999	xpSc0000616	56358	57896	+	56358	ID=Amillepora36916;Name=Amillepora36916;Alias=augustus_masked-xpSc0000616-processed-gene-0.15;	FALSE	FALSE	45642	leftOfWindowStart	FALSE
xpSc0000616	102000	103000	*	7.69376405499655e-6	0.0329045801994942	19.6685998342999	xpSc0000616	67115	70372	+	67115	ID=Amillepora36917;Name=Amillepora36917;Alias=augustus_masked-xpSc0000616-processed-gene-0.16;	FALSE	FALSE	34885	leftOfWindowStart	FALSE
xpSc0000616	102000	103000	*	7.69376405499655e-6	0.0329045801994942	19.6685998342999	xpSc0000616	73577	79896	+	73577	ID=Amillepora36918;Name=Amillepora36918;Alias=augustus_masked-xpSc0000616-processed-gene-0.17;	FALSE	FALSE	28423	leftOfWindowStart	FALSE
xpSc0000616	102000	103000	*	7.69376405499655e-6	0.0329045801994942	19.6685998342999	xpSc0000616	53505	56323	+	53505	ID=Amillepora36915;Name=Amillepora36915;Alias=maker-xpSc0000616-augustus-gene-0.37;	FALSE	FALSE	48495	leftOfWindowStart	FALSE
xpSc0000616	102000	103000	*	7.69376405499655e-6	0.0329045801994942	19.6685998342999	xpSc0000616	99703	101073	-	101073	ID=Amillepora36919;Name=Amillepora36919;Alias=maker-xpSc0000616-snap-gene-0.50;	FALSE	FALSE	927	leftOfWindowStart	FALSE
xpSc0000616	102000	103000	*	7.69376405499655e-6	0.0329045801994942	19.6685998342999	xpSc0000616	16783	66396	-	66396	ID=Amillepora36901;Name=Amillepora36901;Alias=snap_masked-xpSc0000616-processed-gene-0.32;	FALSE	FALSE	35604	leftOfWindowStart	FALSE
xpSc0000616	102000	103000	*	7.69376405499655e-6	0.0329045801994942	19.6685998342999	xpSc0000616	101140	102220	-	102220	ID=Amillepora36920;Name=Amillepora36920;Alias=maker-xpSc0000616-augustus-gene-0.41;	TRUE	FALSE	-220	leftOfWindowStart	TRUE
chr9	16199000	16200000	*	1.01745521834326e-5	0.0396181263809186	27.1685761047463	chr9	16160249	16163904	-	16163904	ID=Amillepora21634;Name=Amillepora21634;Alias=maker-chr9-snap-gene-161.8;	FALSE	FALSE	35096	leftOfWindowStart	FALSE
chr9	16199000	16200000	*	1.01745521834326e-5	0.0396181263809186	27.1685761047463	chr9	16181831	16226027	+	16181831	ID=Amillepora21635;Name=Amillepora21635;Alias=snap_masked-chr9-processed-gene-162.14;	FALSE	TRUE	17169	leftOfWindowStart	FALSE
chr9	16199000	16200000	*	1.01745521834326e-5	0.0396181263809186	27.1685761047463	chr9	16183200	16184343	-	16184343	ID=Amillepora21636;Name=Amillepora21636;Alias=maker-chr9-augustus-gene-162.26;	FALSE	FALSE	14657	leftOfWindowStart	TRUE
chr9	16199000	16200000	*	1.01745521834326e-5	0.0396181263809186	27.1685761047463	chr9	16226747	16231187	+	16226747	ID=Amillepora21639;Name=Amillepora21639;Alias=augustus_masked-chr9-processed-gene-162.5;	FALSE	FALSE	26747	rightOfWindowEnd	FALSE
chr9	16199000	16200000	*	1.01745521834326e-5	0.0396181263809186	27.1685761047463	chr9	16223071	16226746	-	16226746	ID=Amillepora21638;Name=Amillepora21638;Alias=maker-chr9-augustus-gene-162.27;	FALSE	FALSE	26746	rightOfWindowEnd	TRUE
chr2	29699000	29700000	*	1.05868897218321e-5	0.0396181263809186	-9.96691480562448	chr2	29682693	29683097	-	29683097	ID=Amillepora05506;Name=Amillepora05506;Alias=augustus_masked-chr2-processed-gene-296.6;	FALSE	FALSE	15903	leftOfWindowStart	FALSE
chr2	29699000	29700000	*	1.05868897218321e-5	0.0396181263809186	-9.96691480562448	chr2	29687388	29688722	-	29688722	ID=Amillepora05508;Name=Amillepora05508;Alias=augustus_masked-chr2-processed-gene-296.8;	FALSE	FALSE	10278	leftOfWindowStart	FALSE
chr2	29699000	29700000	*	1.05868897218321e-5	0.0396181263809186	-9.96691480562448	chr2	29683160	29687089	-	29687089	ID=Amillepora05507;Name=Amillepora05507;Alias=augustus_masked-chr2-processed-gene-296.7;	FALSE	FALSE	11911	leftOfWindowStart	FALSE
chr2	29699000	29700000	*	1.05868897218321e-5	0.0396181263809186	-9.96691480562448	chr2	29697106	29700082	+	29697106	ID=Amillepora05511;Name=Amillepora05511;Alias=augustus_masked-chr2-processed-gene-297.1;	FALSE	TRUE	1894	leftOfWindowStart	TRUE
chr2	29699000	29700000	*	1.05868897218321e-5	0.0396181263809186	-9.96691480562448	chr2	29691392	29696102	+	29691392	ID=Amillepora05510;Name=Amillepora05510;Alias=maker-chr2-snap-gene-297.28;	FALSE	FALSE	7608	leftOfWindowStart	FALSE
chr2	29699000	29700000	*	1.05868897218321e-5	0.0396181263809186	-9.96691480562448	chr2	29690639	29690992	+	29690639	ID=Amillepora05509;Name=Amillepora05509;Alias=maker-chr2-snap-gene-297.26;	FALSE	FALSE	8361	leftOfWindowStart	FALSE
chr2	29699000	29700000	*	1.05868897218321e-5	0.0396181263809186	-9.96691480562448	chr2	29713767	29713993	+	29713767	ID=Amillepora05512;Name=Amillepora05512;Alias=maker-chr2-snap-gene-297.29;	FALSE	FALSE	13767	rightOfWindowEnd	TRUE
chr2	29699000	29700000	*	1.05868897218321e-5	0.0396181263809186	-9.96691480562448	chr2	29714448	29717595	+	29714448	ID=Amillepora05513;Name=Amillepora05513;Alias=maker-chr2-snap-gene-297.30;	FALSE	FALSE	14448	rightOfWindowEnd	FALSE
Sc0000015	17000	18000	*	1.34658912061666e-5	0.0471518944969795	14.8148148148148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sc0000160	349000	350000	*	1.41750998070251e-5	0.0471518944969795	-20.5895787217596	Sc0000160	344060	348951	+	344060	ID=Amillepora32528;Name=Amillepora32528;Alias=maker-Sc0000160-augustus-gene-3.33;	FALSE	FALSE	4940	leftOfWindowStart	TRUE
Sc0000160	349000	350000	*	1.41750998070251e-5	0.0471518944969795	-20.5895787217596	Sc0000160	299624	301405	-	301405	ID=Amillepora32524;Name=Amillepora32524;Alias=augustus_masked-Sc0000160-processed-gene-3.11;	FALSE	FALSE	47595	leftOfWindowStart	FALSE
Sc0000160	349000	350000	*	1.41750998070251e-5	0.0471518944969795	-20.5895787217596	Sc0000160	358270	360086	+	358270	ID=Amillepora32529;Name=Amillepora32529;Alias=maker-Sc0000160-augustus-gene-3.34;	FALSE	FALSE	8270	rightOfWindowEnd	TRUE
Sc0000160	349000	350000	*	1.41750998070251e-5	0.0471518944969795	-20.5895787217596	Sc0000160	378057	379871	+	378057	ID=Amillepora32530;Name=Amillepora32530;Alias=augustus_masked-Sc0000160-processed-gene-3.15;	FALSE	FALSE	28057	rightOfWindowEnd	FALSE
Sc0000160	349000	350000	*	1.41750998070251e-5	0.0471518944969795	-20.5895787217596	Sc0000160	321709	363742	-	363742	ID=Amillepora32526;Name=Amillepora32526;Alias=snap_masked-Sc0000160-processed-gene-3.32;	FALSE	TRUE	13742	rightOfWindowEnd	FALSE
