chr	start	end	strand	pvalue	qvalue	meth.diff	gene.chr	gene.start	gene.end	gene.strand	gene.startSite	gene.description	gene.withinWindow	gene.enclosesWindow	gene.distance	gene.direction	gene.closest
NC_015772.1	6576500	6577000	*	4.97327230826572e-7	0.013705089436111	24.0255931751533	NC_015772.1	6597998	6599061	-	6599061	ID=gene6592;Dbxref=GeneID:100649666;Name=LOC100649666;gbkey=Gene;gene=LOC100649666;gene_biotype=protein_coding	FALSE	FALSE	22061	rightOfWindowEnd	TRUE
NC_015772.1	6576500	6577000	*	4.97327230826572e-7	0.013705089436111	24.0255931751533	NC_015772.1	6600371	6605355	-	6605355	ID=gene6593;Dbxref=GeneID:100650696;Name=LOC100650696;gbkey=Gene;gene=LOC100650696;gene_biotype=protein_coding	FALSE	FALSE	28355	rightOfWindowEnd	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10529371	10536610	+	10529371	ID=gene9504;Dbxref=GeneID:100644464;Name=LOC100644464;gbkey=Gene;gene=LOC100644464;gene_biotype=protein_coding	FALSE	FALSE	42129	leftOfWindowStart	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10538055	10542962	+	10538055	ID=gene9505;Dbxref=GeneID:105666552;Name=LOC105666552;gbkey=Gene;gene=LOC105666552;gene_biotype=protein_coding	FALSE	FALSE	33445	leftOfWindowStart	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10543009	10555494	+	10543009	ID=gene9506;Dbxref=GeneID:100644348;Name=LOC100644348;gbkey=Gene;gene=LOC100644348;gene_biotype=protein_coding	FALSE	FALSE	28491	leftOfWindowStart	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10555842	10557507	+	10555842	ID=gene9507;Dbxref=GeneID:105666551;Name=LOC105666551;gbkey=Gene;gene=LOC105666551;gene_biotype=protein_coding	FALSE	FALSE	15658	leftOfWindowStart	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10557841	10561474	-	10561474	ID=gene9508;Dbxref=GeneID:100644229;Name=LOC100644229;gbkey=Gene;gene=LOC100644229;gene_biotype=protein_coding	FALSE	FALSE	10026	leftOfWindowStart	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10563024	10566292	+	10563024	ID=gene9509;Dbxref=GeneID:100643344;Name=LOC100643344;gbkey=Gene;gene=LOC100643344;gene_biotype=protein_coding	FALSE	FALSE	8476	leftOfWindowStart	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10566364	10567964	-	10567964	ID=gene9510;Dbxref=GeneID:100643466;Name=LOC100643466;gbkey=Gene;gene=LOC100643466;gene_biotype=protein_coding	FALSE	FALSE	3536	leftOfWindowStart	TRUE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10568188	10573083	-	10573083	ID=gene9511;Dbxref=GeneID:100643219;Name=LOC100643219;gbkey=Gene;gene=LOC100643219;gene_biotype=protein_coding	FALSE	TRUE	1083	rightOfWindowEnd	TRUE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10573238	10574930	-	10574930	ID=gene9512;Dbxref=GeneID:105666550;Name=LOC105666550;gbkey=Gene;gene=LOC105666550;gene_biotype=protein_coding	FALSE	FALSE	2930	rightOfWindowEnd	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10575348	10577103	+	10575348	ID=gene9513;Dbxref=GeneID:105666549;Name=LOC105666549;gbkey=Gene;gene=LOC105666549;gene_biotype=protein_coding	FALSE	FALSE	3348	rightOfWindowEnd	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10577118	10579607	-	10579607	ID=gene9514;Dbxref=GeneID:100644107;Name=LOC100644107;gbkey=Gene;gene=LOC100644107;gene_biotype=protein_coding	FALSE	FALSE	7607	rightOfWindowEnd	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10581420	10581492	+	10581420	ID=gene9515;Dbxref=GeneID:110119958;Name=TRNAK-UUU;gbkey=Gene;gene=TRNAK-UUU;gene_biotype=tRNA	FALSE	FALSE	9420	rightOfWindowEnd	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10581695	10583522	-	10583522	ID=gene9516;Dbxref=GeneID:100643097;Name=LOC100643097;gbkey=Gene;gene=LOC100643097;gene_biotype=protein_coding	FALSE	FALSE	11522	rightOfWindowEnd	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10583667	10594397	-	10594397	ID=gene9517;Dbxref=GeneID:100642976;Name=LOC100642976;gbkey=Gene;gene=LOC100642976;gene_biotype=protein_coding	FALSE	FALSE	22397	rightOfWindowEnd	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10594731	10597596	+	10594731	ID=gene9518;Dbxref=GeneID:100642707;Name=LOC100642707;gbkey=Gene;gene=LOC100642707;gene_biotype=protein_coding	FALSE	FALSE	22731	rightOfWindowEnd	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10598095	10598167	+	10598095	ID=gene9519;Dbxref=GeneID:110119959;Name=TRNAK-UUU;gbkey=Gene;gene=TRNAK-UUU;gene_biotype=tRNA	FALSE	FALSE	26095	rightOfWindowEnd	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10598579	10599610	-	10599610	ID=gene9520;Dbxref=GeneID:100642821;Name=LOC100642821;gbkey=Gene;gene=LOC100642821;gene_biotype=protein_coding	FALSE	FALSE	27610	rightOfWindowEnd	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10600359	10609751	+	10600359	ID=gene9521;Dbxref=GeneID:100651856;Name=LOC100651856;gbkey=Gene;gene=LOC100651856;gene_biotype=protein_coding	FALSE	FALSE	28359	rightOfWindowEnd	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10610832	10612202	-	10612202	ID=gene9522;Dbxref=GeneID:100642348;Name=LOC100642348;gbkey=Gene;gene=LOC100642348;gene_biotype=protein_coding	FALSE	FALSE	40202	rightOfWindowEnd	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10613288	10615761	+	10613288	ID=gene9523;Dbxref=GeneID:100642227;Name=LOC100642227;gbkey=Gene;gene=LOC100642227;gene_biotype=protein_coding	FALSE	FALSE	41288	rightOfWindowEnd	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10615815	10617487	-	10617487	ID=gene9524;Dbxref=GeneID:100652258;Name=LOC100652258;gbkey=Gene;gene=LOC100652258;gene_biotype=protein_coding	FALSE	FALSE	45487	rightOfWindowEnd	FALSE
NC_015776.1	10571500	10572000	*	5.16311423794546e-7	0.013705089436111	18.3108236082579	NC_015776.1	10617729	10620060	-	10620060	ID=gene9525;Dbxref=GeneID:100652140;Name=LOC100652140;gbkey=Gene;gene=LOC100652140;gene_biotype=protein_coding	FALSE	FALSE	48060	rightOfWindowEnd	FALSE
NC_015776.1	571500	572000	*	6.6435146053615e-7	0.0161651401015843	1.40612076095947	NC_015776.1	557351	559948	+	557351	ID=gene8900;Dbxref=GeneID:100650663;Name=LOC100650663;gbkey=Gene;gene=LOC100650663;gene_biotype=protein_coding	FALSE	FALSE	14149	leftOfWindowStart	TRUE
NC_015766.1	3650000	3650500	*	8.64620240228019e-7	0.0194198052569785	4.58835461939025	NC_015766.1	3524670	3647520	-	3647520	ID=gene2876;Dbxref=GeneID:100649925;Name=LOC100649925;gbkey=Gene;gene=LOC100649925;gene_biotype=protein_coding	FALSE	FALSE	2480	leftOfWindowStart	TRUE
NC_015766.1	3650000	3650500	*	8.64620240228019e-7	0.0194198052569785	4.58835461939025	NC_015766.1	3648227	3652981	-	3652981	ID=gene2879;Dbxref=GeneID:100649806;Name=LOC100649806;gbkey=Gene;gene=LOC100649806;gene_biotype=protein_coding	FALSE	TRUE	2481	rightOfWindowEnd	TRUE
NC_015766.1	3650000	3650500	*	8.64620240228019e-7	0.0194198052569785	4.58835461939025	NC_015766.1	3657132	3755083	+	3657132	ID=gene2880;Dbxref=GeneID:100649574;Name=LOC100649574;gbkey=Gene;gene=LOC100649574;gene_biotype=protein_coding	FALSE	FALSE	6632	rightOfWindowEnd	FALSE
